company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Talent International4.3 ★,Business Analyst - Cloud Modernisation,Brisbane,,201 to 500 Employees,1995,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$500 million to $1 billion (USD),"australia brisbane contract negotiable We are seeking a Business Analyst to be responsible for establishing a new SAP Landing Zone solution.  The position of IT Business Analyst reports to the Business Analysis & Initiation Lead and will day to day work as part of the ERP EAM Cloud Environment Modernisation project team. This project will be responsible for establishing a new SAP Landing Zone solution that can help address these shortcomings and establish a “future proof” AWS environment for SAP and ECM landscape.  The expected business analysis services to this project includes:  Functional & Non-functional requirements elicitation Requirements lifecycle Management Technical & Business Analysis Planning & Monitoring Process Analysis & Modelling Operating Model definition Option papers/analysis & business casing Estimation & Financial Analysis to support business case submissions Benefits mapping & Benefits realisation  Requirement  Work with the key business teams to develop the supporting documentation for Business Case submission Work alongside various teams to develop and progress the Data Centre Program streams, including Cloud transition and Data Centre rationalisation/consolidation Operating Model analysis and definition for the components transitioning into the cloud Process analysis and mapping to capture changes Support project team/s to successfully deliver the project/s using contemporary tools and applications Ability to develop and deliver reports and presentations that clearly articulate the issues and proposed solutions, in a dynamic / changing environment Develop and document transition to support activities and artefacts Compliance with all relevant Legislation, policies, procedures and practices as varied from time to time  Essential Criteria  Demonstrated 5 – 10 years experience in a complex business analysis role preferably within Infrastructure Program/s which includes exposure to Cloud technologies Demonstrated ability to develop and present project documentation including business cases, transition plans, support plans and processes artefacts Demonstrated experience in preparing high quality written reports and presentations that clearly articulate the issues and proposed solutions, in a dynamic / changing environment  Desirable Criteria  Practical exposure to SAP foundational layer (S4-HANA, HANA Enterprise Cloud) Practical exposure to AWS implementation of landing zones  If you would like to find out more about this opportunity, Talent and everything in-between, don’t hesitate to call Brid Coughlan on 0439 213 636 for a confidential discussion.  brid.coughlan@talentinternational.com https://www.linkedin.com/in/brid-coughlan/Show moreReport"
u&u Recruitment Partners4.4 ★,Business Analyst (IT),Brisbane,"$96,221",51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Our client requires a Business Analyst to join their ERP EAM Cloud Environment Modernisation project team.  This project will be responsible for establishing a new SAP Landing Zone solution that can help address these shortcomings and establish a ""future proof"" AWS environment for SAP and ECM landscape.  The expected business analysis services to this project includes:  Functional & Non-functional requirements elicitation;  Requirements lifecycle Management;  Technical & Business Analysis Planning & Monitoring;  Process Analysis & Modelling;  Operating Model definition;  Option papers / analysis & business casing;  Estimation & Financial Analysis to support business case submissions; and  Benefits mapping & Benefits realisation.  The IT environment, within this Government Owned Corporation, managed by the Digital Division is complex and diverse. The role requires great communication, stakeholder management skills as the Business Analyst will navigate across multiple business groups as well as technical teams within the Digital division.  Requirements  The position requirements are: Work with the key business teams to develop the supporting documentation for Business Case submission;  Work alongside various teams to develop and progress the Data Centre Program streams, including Cloud transition and Data Centre rationalisation / consolidation;  Operating Model analysis and definition for the components transitioning into the cloud;  Process analysis and mapping to capture changes;  Support project team/s to successfully deliver the project/s using contemporary tools and applications;  Ability to develop and deliver reports and presentations that clearly articulate the issues and proposed solutions, in a dynamic / changing environment;  Develop and document transition to support activities and artefacts; and  Compliance with all relevant Legislation, company policies, procedures and practices as varied from time to time.  Essential Criteria  Demonstrated 5 - 10 years experience in a complex business analysis role preferably within Infrastructure Program/s which includes exposure to Cloud technologies;  Demonstrated ability to develop and present project documentation including business cases, transition plans, support plans and processes artefacts;  Demonstrated experience in preparing high quality written reports and presentations that clearly articulate the issues and proposed solutions, in a dynamic / changing environment;  Demonstrated ability to determine and document business and technical requirements and gain agreement with stakeholders on optimal approach; and  Demonstrated experience in process mapping and facilitation of business process design / redesign preferably with focus on Operating Model construct/s.  Desirable Criteria  Practical exposure to SAP foundational layer (S4-HANA, HANA Enterprise Cloud);  Practical exposure to AWS implementation of landing zones;  Practical experience in Project tools and applications;  Experience with financial analysis, such as Return of the Investment, benefits realisation, Net Present Value calculation concepts and their application on a business case context; and  Understanding of Project Delivery life cycle and Agile Ways of working.  If this seems like an opportunity you might be interested in, please call Amy McAuley at u&u on 07 3232 9116 quoting reference number 34024. Alternatively, to submit an application, please click below.  Please submit your resume in Word format only.Show moreReport"
Eden Richie Recruitment5.0 ★,Principal Project Business Analyst,Brisbane,"$94,868",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,"Eden Ritchie is seeking a Principal Project Business Analyst to perform the analysis of criminal justice system data to prepare forecasts and modelling reports to the Program Team members. This role will extract data from multiple sources, research to validate, and ensure contextual accuracy of data represented that supports as-intended Program delivery.  The data outputs will provide insights that will help the Team to address business problems and make evidenced-based recommendations to mitigate and/or remove barriers that may hinder the success of the program in FNQ.  8 month contract with 2 x 6 month extension Brisbane CBD location  As the Principal Project Business Analyst, your key responsibilities will include:  Perform the analysis of criminal justice system data to prepare forecasts and modeling reports. Aggregate data and analyse trends. Use your domain experience and knowledge to reasonably interpret / infer outcomes, noting some data / sources may require a level of perceptive analysis. Undertake statistical analysis of data relating to relevant aspects of projects, operations, and activities. Undertake analysis and development of reports and enhancements under general direction. Prepare business cases, reports, submissions, briefings, and correspondence. Lead the development of audience-relevant data visuals: dashboards, reports, graphics, and similar. Assist CCSO Projects with the development of high-level reporting documents such as Operational Forecasts, Workforce requirements, strategic dashboards (up to executive level), and similar. Be able to competently talk to the data - context, interpretation logic, describing any assumptions and/or limitations - as this relates to the collation and final presentation of data. Establish and maintain collaborative networks with business and other stakeholders. Consult with stakeholders and coordinate collection of data from several sources. Maintain own level of knowledge of legislation, policies, and procedures relevant to the correctional jurisdiction.  The essential requirements for this role are:  Demonstratable experience and ability to analyse, interpret and solve difficult [data] problems, engaging team and management input to produce accurate and timely solutions. Evidenced application of sound research and analytical skills for investigating issues and analysing business data associated with corrections, as this supports ongoing improvement in the service delivery for Program outcomes. Experience and understanding of program data analytics, forecasting, and modeling methodologies. Exceptional document and version control, ensuring current / contextual data is provided for reporting and decision-making purposes. Skills and experience in the preparation of reports and complex written documentation within a structured framework. Demonstrated organisational skills including the ability to work autonomously to establish priorities and meet deadlines. Proven high level negotiation and liaison skills to achieve corporate outcomes, complimented by the ability to effectively liaise with a range of internal and external stakeholders who may have competing interests on sensitive and complex outcomes. Capability to work under pressure, meet tight deadlines and work in a team environment. Demonstrated experience in the interpretation and application of legislation, policy and procedures in an operational environment as this applies to data analytical activities. Knowledge of risk management frameworks  If this role sounds like you, please APPLY NOW submitting your resume in WORD format.  If you would like more information or to discuss the role, please contact Luuk Piet on 07 3230 0028 Job Reference: 592534Show moreReport"
Bluefin Resources4.0 ★,Senior Business Analyst - ERP,Brisbane,$0,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"The Company  Large enterprise employer in Brisbane with a genuine passion and commitment for creating better futures for Queenslanders. The organisation is going through a whole of business digital transformation to better serve their large internal customer base. On the back of building a new digital leadership team they are now embarking on an ambitious transformation program that will significantly improve the customer and employee experience.  The role  You will be working from inception to delivery on a large scale ERP implementation project partnering with key stakeholders and vendors.  Your experience  ‒ Spearheading the design and implementation of business transformation workstreams and initiatives.  ‒ Structuring and executing in-depth analysis to fuel the development and execution of the transformation vision and plan.  ‒ Forge strong connections and seamless coordination with internal partners and key stakeholders, ensuring clear understanding and effective communication of requirements.  ‒ Play a vital role in crafting and disseminating transformation project materials and artifacts, amplifying the impact of your efforts.  ‒ Thrive in a collaborative environment, collaborating within the Digital Transformation area and across cross-functional teams. Elicit and analyse requirements and business rules relative to the initiative being worked on using techniques such as Problem/Hypothesis statements, epics/stories, systems modelling and user scenarios. Utilise fit for purpose techniques to document as-is and to-be process and value steam maps.  ‒ Requirements gathering and compiling business data. Conduct thorough business process reviews, offer strategic recommendations. Create detailed reports, facilitate solution designs. Attend key meetings for consultation and planning. Experience with ERP strongly regarded.  What's on offer?  On offer is an attractive daily rate with high likelihood of extension as there is an approved and funded project pipeline well into 2025 and beyond. The role is Brisbane based with a hybrid working model where you can manage your work life balance while being on site for key business meetings.  How to apply  To apply please click the Apply Now button below. To find out more please contact Sophie Redmond on 0466 714 466. IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.  http://www.bluefinresources.com.au/privacy-policy BBBH55207_169950801012878Show moreReport"
Kings Resources Pty Ltd,Senior Insights Analyst - Workforce,Brisbane,"$110,000",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,"Senior Insights Analyst - Workforce Permanent role Kelvin Grove   We are looking for a Senior Insights Analyst – Workforce who will play a crucial part in delivering valuable people metrics that fuel strategic initiatives across the organisation.  The role requires you to bring strong data analytics skills combined with a solid understanding of statistical knowledge and experience in PowerBI, Excel to deliver and modify reports and dashboards   Responsibilities:  Consulting with stakeholders to understand business requirements to tailor and develop appropriate reporting solutions. Analysis of qualitative and quantitative data to identify workforce trends and insights to support business initiatives. Share and present insights to engage stakeholders in data-driven decision-making. Proactively review and ensure relevance of the data and measures being reported to ensure alignment to our strategy and priorities. Maintaining the accuracy of current reports and dashboards Assessing and continuously improving data management, analysis, and reporting processes   Skills required:  Strong data analytics skills with understanding of statistics knowledge and concepts Experience in analysing both structured and unstructured data. Strong technical skillset with experience with tools such as PowerBI, PowerQuery or DAX Demonstrated experience in designing and creating dashboards for a wide range of audiences. Demonstrated ability to present insights in accessible and engaging ways to a range of stakeholders. Working knowledge of HR Information Systems (e.g., Workday, SuccessFactors) Experience in designing and establishing processes.   This is a permanent role and there is a requirement to be based onsite 2 days a week in Kelvin Grove, Queensland  In order to apply you must be COVID vaccinated x 2 and latest flu vaccinated. Apply now with your updated resume in word format and connect for detailed role discussion.Show moreReport"
FINDMEA,Business Procurement Analyst,Thornlands,$64.25,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Location: Thornlands Type: Temporary Post Date: Fri Nov 3 00:44:21 2023 Ref: 200014663 Business Procurement Analyst  $64.25 hour + super Monday to Friday, 08:30am - 16:15pm Full-time hourly basis Start: 13th of November 2023 to 30th of June 2024 with possible extension Great organisation values with a supportive team on-site Exciting position to gain exposure with your local council.  Our client is seeking a professional and experienced Business Procurement Analyst, responsible for developing procurement intelligence. To be successful in this role, please find the following requirements:  Manage a range of procurement specific data-gathering and analytical activities to support business decision marketing, business improvement, opportunity analysis, procurement planning, performance measurement and new procurement initiatives. Provide expert analytical advice on a wide range of procurement matters, especially as they relate to the defined areas of contract spend or compliance. Analyse, develop and implement business improvement solutions in collaboration with accountable business owners. Prepare detailed documentation and professional reports on analysis of business processes, interpret the information and recommend solutions, incorporating change management tools and implementation plans. Consult, negotiate and influence relevant internal and external stakeholders to achieve understanding and buy-in that enables effective delivery of strategic procurement practices.  This is a great opportunity to gain experience and start your career within a government department in 2023!  If interested in this opportunity please click apply or contact Kirsty on 0481 773 358 for further information.  About Us: FINDMEA is a local Qld based agency with National Reach and a passion for what we do. With over 40 years’ experience we know how to care for our candidates and ensure we see beyond the resume to uncover your true potential.Show moreReport"
Robert Half3.8 ★,BI Manager | Not for profit | Health & Aged Care,Brisbane,"$155,000",10000+ Employees,1948,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),"An opportunity to join a hugely successful not for profit organization in central Brisbane at a very exciting time.  The Company Robert Half Technology are working alongside a members-based not for profit organisation within the Health and Aged care sector who are going through an exciting time expanding their Business Intelligence and Data team. Our client continue to grow their foot print across the state and are looking to employ their first Business Intelligence Manager to help lead and drive the business forward. Along with offering a hybrid working environment, our client have excellent benefits that are incomparable in the market. The Role This is a newly created position which will involve a hands-on contribution approach as well as be responsible for leading and growing out the division. A number of the day to day duties will include the following: Responsibilities Drive the design, development and implementation of the Business Intelligence Solutions including data warehousing, performance reporting, planning and analytics. Work closely with the executive and senior leadership team in analysing data to deliver key insights to improve the organisations efficiency Work hands on within the datawarehouse and be comfortable using PowerBI from a reporting and visualization perspective Be a key driver in building out the team and be responsible of hiring and retention within the department Provide expert knowledge and technical support for both project based work and BAU relating to the BI best practices. Requirements: Experience leading a team within the Business Intelligence and Data space within an organisation Demonstrated experience working with data warehouse environments including design, modeling, security, reporting and analytics. Strong working knowledge of the Microsoft suite including SQL Server, Power BI and MS Azure. Ability to interpret and document data models, data structures and understand data flows across multiple systems Learn more about our Brisbane recruitment services: https://www.roberthalf.com.au/brisbane By clicking 'apply', you give your express consent that Robert Half may use your personal information to process your job application and to contact you from time to time for future employment opportunities. For further information on how Robert Half processes your personal information and how to access and correct your information, please read the Robert Half privacy notice: https://www.roberthalf.com.au/privacy-statement. Please do not submit any sensitive personal data to us in your resume (such as government ID numbers, ethnicity, gender, religion, marital status or trade union membership) as we do not collect your sensitive personal data at this time.Show moreReport"
Jacobs4.0 ★,Section Leader - Digital Advisory and Advanced Data & Analytics (ANZ),Brisbane,,10000+ Employees,1947,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$10+ billion (USD),"Our People & Places Solutions business – reinforces our drive to improve the lives of people everywhere and epitomizes the ""why"" of what we do – the tremendous positive impact and value our solutions bring to our communities and society as a whole. From facilities delivering life-saving therapies and ensuring clean water to enabling the connection of people through all modes of transportation and providing access to technology – we're integrating a multitude of these solution elements to build the smart environments of tomorrow.  Start your Jacobs career with a company that inspires and empowers you to deliver your best work so you can evolve, grow and succeed – today and into tomorrow.  Your Impact: At Jacobs, we know that when it comes to a world that’s smarter, more connected and more sustainable, digital solutions are an important thread linking it all together. In our digital advisory work, we’re leveraging innovative technologies and big data analytics to solve the world’s most critical challenges. From shaping the safer cities of tomorrow, to protecting against climate change – we’re combining diverse talents with deep client-application experience and digital intelligence to deliver solutions that connect people and places with the means to work smarter and live better, and make an enduring, positive difference in the world. We have been on a remarkable journey of transformation. Transitioning from being a professional services provider across engineering, design, and construction to becoming a global solutions advisor and provider, with digital capabilities at our core. As our clients navigate digital transformation and growing cyber risks, we have positioned ourselves at the forefront of this growth, adding capabilities, products, and tools to serve a growing set of clients. Due to this extraordinary development, we are seeking an inspirational leader to contribute excellent advisory along with driving operational brilliance for the Digital Advisory and Advanced Data & Analytics (DA/ADA) section across the Australia and New Zealand region. The (DA/ADA) practices are a key platform to transformation and growth to both the Digital Solutions business as well as the broader ANZ organisation, and effective leadership of this group will ensure continued growth of this offering. The successful candidate can be based in any of the offices in the following ANZ locations - Perth, Melbourne, Sydney, Brisbane, Auckland, Wellington, Christchurch. Here’s What You’ll Need: In this role, you will have the fantastic opportunity to lead a high performing team with an established pipeline of work and existing customer relationships. While supporting the Director of Operations, you will lead and develop the Digital Advisory and Advanced Data & Analytics section within the Digital Solutions business in ANZ. Utilising your tertiary qualification/s, and relevant professional services/consulting experience, you will demonstrate your stellar record of accomplishment in building genuine client relationships, contributing to business growth, and showcasing your strategic mindset. In this position, your focus will be on: Nurturing and empowering your team, including coaching and mentoring employees with an aim to support professional development. Exemplifying outstanding guidance and people management skills that seamlessly align with Jacobs’ cultural priorities and values. Providing strategic direction for the (DA/ADA) section, including planning and implementation. Clearly and effectively communicating your vision that aligns with Jacobs’ goals and mission. Staying abreast of industry trends and maintaining a curious mind to drive sound commercial decision making. Jacobs. A world where you can. At Jacobs, we support your personal life and career journeys. From our inclusive employee networks to our positive mental health champions, we're committed to driving a culture of caring where you can be you. With safety and flexibility always top of mind, we've gone beyond traditional ways of working to help you uncover a working arrangement that delivers the flexibility, tools and space to maximise your potential. We're the 2023 winners of the Consult Australia People First Award for our suite of employee benefits that support all our employees in all stages of their personal and professional lives. For the 6th consecutive year, we've been named an Employer of Choice for Gender Equality by the Workplace Gender Equality Agency (Australia). In New Zealand, we're a founding member of The Diversity Agenda and are committed to making our industry more inclusive and diverse. In Australia, our Reconciliation journey continues to be a considerable focus across all levels of the Jacobs community as we progress our Innovate level Reconciliation Action Plan (RAP). Our Bronze Employer status in the Australian Workplace Equality Index for LGBTI+ inclusion recognises our progress in creating an environment where our Jacobs employees can bring their whole selves to work. We aim to embed inclusion and diversity in everything we do. We know that if we're inclusive, we're more connected, and if diverse, we're more creative. We accept people for who they are, regardless of age, disability, gender identity, marital status, mental health, race, faith or belief, sexual orientation, socioeconomic background, and whether you're pregnant or on family leave. This is reflected in our eight global Jacobs employee networks centred on driving inclusion and diversity – ACE, Careers, Enlace, Harambee, OneWorld, Prism, Vetnet, and our Women’s Network – find out more about our Jacobs Employee Networks here. No matter what drives you, you'll discover a way to cultivate, nurture and achieve your goals – all at a single global company. We're an equal opportunity employer and encourage candidates of diverse backgrounds to apply. Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply. Jacobs aims to provide cultural safety at our interviews. Aboriginal and Torres Strait Islander peoples are invited to nominate a cultural representative to participate on the interview panel; please let your recruiter know in your application. Accessibility Please contact the team if you require support or reasonable adjustments regarding our recruitment process (for example, you need the application form in a different format). Don't meet every single requirement? Studies have shown that women and people from marginalised or underrepresented backgrounds are less likely to apply for jobs unless they meet every qualification. At Jacobs, we're dedicated to building a diverse, inclusive, and authentic workplace, so if you're excited about this role but your experience doesn't align with every requirement in the job description, we encourage you to apply anyway. You may be the right candidate for this or other roles. Please note: If you are being represented by a recruitment agency you will not be considered, to be considered you will need to apply directly to Jacobs.Show moreReport"
Talent Street5.0 ★,Business Analyst,Brisbane,"$94,868",1 to 50 Employees,2013,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,Unknown / Non-Applicable,"Talent Street are seeking an experienced 2x Business Analysts to join one of our QLD private clients in the Health Sector.  Initial Contract: 3 months starting in January 2023 (confirmed extension) Location: Brisbane  Must have Right to Work in Australia  Key Responsibilities:  This role would be responsible for performing end to end business analysis, bringing in strong requirements management, technical analysis, and design capabilities to work effectively with business and delivery partners Coordinate and support the delivery of analysis deliverables in the LIS Replacement Project (Laboratory Information System) addressing challenges associated with specific components as well as addressing specific/tailored needs and requirements Support a fit for purpose system and business readiness approach and provide expertise to ensure the technical and business solution as designed is implemented across the agreed components Work with solution, business and implementation leads to ensure the solution components and business readiness is effectively achieved Participate in the detailed documentation of acceptance criteria and test cases Participate and commit to the go live support activities including the support of the business processes for the system warranty (anticipated to be 4 to 6 weeks after go live) Work hard to understand business drivers, needs and expectations and help communicate that across delivery teams, ensuring and supporting business areas to prepare for and implement the needed changes Ensure best practice support for business analysis for the following: System integration product readinessSolution development product readinessInformation and privacy requirementsSystem configuration product readinessData migration readinessInstrument readinessBusiness testing and business change readiness (impact assessments)Go Live system and business readiness Effectively represent, negotiate, and influence colleagues and suppliers to ensure the solution and business implementation is fit for purpose Work with business and delivery partners to effectively ensure a safe and ready product is firstly ready for testing and secondly to ensure defects are resolved in a timely manner Promote the project goals, manage communications, and quickly establish and maintain relationships with key stakeholders (particularly in impacted business areas) Manage allocated risks in collaboration with the project manager and delivery leads within agreed tolerances, escalate, and report any project risks in a timely manner.  Essential Skills & Knowledge:  Significant experience as a business analyst in large and complex organisations Experience undertaking Technical / System Analysis, with a strong focus on eliciting Non-functional requirements, identifying, and clarifying interface/data requirements and conducting break/fix analysis. Experience in health projects is very much preferred with ideally LIS project experience Experience in managing requirements through their lifecycle (e.g., elicitation, traceability, prioritisation, communicating requirement intent, assessing change requests and enhancements, supporting defect rectification, and identifying requirements gaps) High level skills with MS Visio is essential Experience in utilising Jira would be ideal Experience with MS teams ideal High level communication skills with technical, business and project resources  Working Arrangements:  Start and finish times negotiable 80% onsite, 20% remote work preferred   To find out more, please click ""Apply"" or contact Josie Esposito on 0415 506 922 or send your CV to jesposito@talentstreet.com.au.  Applications close on Monday 19/12/2022Show moreReport"
Queensland Urban Utilities3.2 ★,Senior Business Intelligence Developer,Brisbane,"$118,062",Unknown,--,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",Unknown / Non-Applicable,"Temporary Full Time until February 2025, 38hr week Competitive Salary + 11% super Location: Fortitude Valley with flexible and hybrid working arrangements   There’s No Us Without U. Care with Us, for Today and Tomorrow  There's no life without water, and at Urban Utilities, we live and breathe that knowledge every single day. It's why our people are so passionate about what they do and how they do it. And it's why we need people like YOU. Come shape our future with us and make a real and lasting impact across our teams.   YOUR OPPORTUNITY  Our Operational Performance Team have an exciting opportunity available for an enthusiastic Senior Business Intelligence Developer to provide data driven performance insights to support the business using Power BI and SQL programming.  The Operational Performance Team drive value by ensuring operational performance of 9500km water network and 9700km wastewater network by developing and delivering optimised and actionable reporting, insights, and intelligence on network health indicators and department performance.  This position plays a role in providing data analysis, insights and reporting through utilising Power BI development, M Language and DAX expressions to drive prediction and improvement of operational and business performance. Success in this role will be measured by how effective solutions are in achieving performance targets and outcomes with specific focus on form, function and insight of performance reporting and speed and agility of report development to ensure performance trends and visualised data support the achievement of performance indicators.  You’ll find more details in the position description here Service Delivery - Engineer Level 2 OMP - Operational Reporting Insights (Final) - E2825.1-20211007 (1).pdf   ABOUT YOU  Relevant degree from a recognised institution Demonstrated knowledge and experience in Power BI development, M Language, SQL and DAX expressions Demonstrated track record of designing and implementing data models to support Power BI reporting and analytics Substantial hands-on experience in extracting, cleaning, and transforming data from various sources to make it suitable for analysis in Power BI Proven ability to troubleshoot and resolve issues related to Power BI development and data integration based on previous experience Prior experience in successfully integrating Power BI with other tools and systems, such as SharePoint or Azure services Demonstrated expertise in effective communication to collaborate with business users, gather requirements, and articulate data insights to non-technical stakeholders, gained through past professional experience Proven experience in providing technical support and experience that contributes to effective operational and asset management outcomes Proven experience in developing, managing, and maintaining effective strategic stakeholder relationships with internal and external stakeholders.  At UU, we celebrate diversity. We genuinely believe that bringing together diversity of thoughts, perspectives and expressions is key and crucial to our success as a business. You might find you meet some, but not all, of the job requirements for this role. We’d still encourage you to apply as we we’re looking for the right human being for this role - it’s about so much more than ticking all the boxes!   WHY URBAN UTILITIES?  At Urban Utilities, the work we do is about so much more than the bottom line. We're a leading provider of world-class drinking water and wastewater services to the vibrant communities of Brisbane, Ipswich, Lockyer Valley, Somerset, and Scenic Rim. As we continue to grow, we're committed to planning ahead and shaping a sustainable future around water for generations to come.  At the core of our work lies genuine care: for our team, our customers, communities, and the environment. From the flush of a toilet to major infrastructure projects and residential developments, we're dedicated to being there every step of the way.  Our HQ is in Fortitude Valley, Brisbane, but you'll find us all over SEQ - working in cool places like the SAS Laboratory in Darra, field-based depots in Eagle Farm, Acacia Ridge, Bundamba, and wastewater treatment plants dotted across the region.  We know the chance to thrive, and progress comes hand in hand with the support to balance work with life. So, you’ll access an increasingly diverse range of benefits and initiatives that’ll help you bring the best you. Speaking of which, here’s just a sample of the benefits we offer our team:  Generous Salary Packaging options, including novated leases Corporate discounts across Health insurance, technology and more 18 weeks of paid parental leave, 15 days personal leave including two proactive wellbeing days, and an additional day of leave each year to connect with friends and family Flexibility at UU depends on the type of work you do but could include options such as, 9-day fortnights and flexible days. Talk to us about what flexibility means to you! Urban Utilities is an endorsed employer for all women. See our range of benefits and policies directly at WORK180  Visit our website to learn more about us at www.urbanutilities.com.au   HOW TO APPLY  Click on the ‘Apply” link below to complete your application.  Please note: applicants will be required to undergo a Pre-employment medical & National Police History Check as part of the recruitment process for this role.  For further information please contact our Talent team at careers@urbanutilities.com.au  Advertised: 06 Nov 2023 E. Australia Standard Time Applications close: 20 Nov 2023 E. Australia Standard TimeShow moreReport"
